Änderung am,Produktgruppe,Land/Marketplace,Phase,Feld,Datum,Mitarbeiter
2025-07-23 10:54:10,NF,au,2,BE am,2025-03-19,HI
2025-07-23 10:54:10,NF,au,3,K am,2025-03-20,SM
2025-07-23 10:54:10,NH,fr,1,Kontrolle,2025-03-17,HI
2025-07-23 10:54:10,NF,sg,1,Kontrolle,2025-03-11,HI
2025-07-23 10:54:10,NF,sg,2,BE am,2025-03-17,JHU
2025-07-23 10:54:10,NF,sg,3,K am,2025-03-25,JHU
2025-07-23 10:54:10,NF,sg,4,C am,2025-03-25,HI
2025-07-23 10:54:10,NF,jp,1,Kontrolle,2025-03-11,HI
2025-07-23 10:54:10,NF,sg,1,Kontrolle,2025-03-11,HI
2025-07-23 10:54:10,NF,sg,2,BE am,2025-03-17,JHU
2025-07-23 10:54:10,NF,sg,3,K am,2025-03-25,JHU
2025-07-23 10:54:10,NF,sg,4,C am,2025-03-25,HI
2025-07-23 10:54:10,NM,de,1,Kontrolle,2025-03-10,SM
2025-07-23 10:54:10,NM,es,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,nl,1,Kontrolle,2025-03-10,SM
2025-07-23 10:54:10,NM,be,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,ca,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,com,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,co.uk,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,de,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,es,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,fr,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,it,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,nl,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,se,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,pl,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NM,de,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,es,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,co.uk,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,es,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,com,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NF,sg,1,Kontrolle,2025-03-11,HI
2025-07-23 10:54:10,NF,sg,2,BE am,2025-03-17,JHU
2025-07-23 10:54:10,NF,sg,3,K am,2025-03-25,JHU
2025-07-23 10:54:10,NF,sg,4,C am,2025-03-25,HI
2025-07-23 10:54:10,NH,de,2,BE am,2025-03-12,HI
2025-07-23 10:54:10,NH,it,1,Kontrolle,2025-03-31,EK
2025-07-23 10:54:10,NM,de,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,es,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,fr,1,Kontrolle,2025-03-06,JHU
2025-07-23 10:54:10,NM,it,1,Kontrolle,2025-03-11,SM
2025-07-23 10:54:10,NF,pl,1,Kontrolle,2025-03-11,HI
2025-07-23 10:54:10,NF,pl,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,pl,1,Kontrolle,2025-03-18,HI
2025-07-23 10:54:10,NA,tr,3,K am,2025-03-24,EK
2025-07-23 10:54:10,NF,sg,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,sg,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,se,1,Kontrolle,2025-03-18,HI
2025-07-23 10:54:10,NF,se,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,tr,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,tr,1,Kontrolle,2025-03-18,HI
2025-07-23 10:54:10,NF,tr,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,tr,1,Kontrolle,2025-03-25,JHU
2025-07-23 10:54:10,NF,tr,1,Kontrolle,2025-03-25,JHU
2025-09-05 13:29:58,NF,de,2,BE am,2025-03-19,JKO
2025-09-05 13:29:58,NH,de,1,Kontrolle,2025-03-18,SM
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NF,co.uk,1,Kontrolle,2025-03-07,JHU
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NF,com,1,Kontrolle,2025-03-04,HI
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NF,de,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-10,SM
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,fr,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,fr,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,fr,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,it,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,it,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,it,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,it,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,nl,1,Kontrolle,2025-03-10,SM
2025-09-05 13:29:58,NM,nl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,pl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,pl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,nl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,pl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,se,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,se,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,se,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,tr,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,tr,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,com.mx,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,com.mx,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,com.mx,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NM,ca,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-04,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-04,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-10,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-10,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-10,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-10,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-10,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NF,au,1,Kontrolle,2025-03-03,LK
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
2025-09-05 13:29:58,NF,nl,1,Kontrolle,2025-03-25,JHU
2025-09-05 13:29:58,NF,es,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,it,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,nl,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,tr,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
2025-09-05 13:29:58,NH,de,1,Kontrolle,2025-03-27,DM
2025-09-05 13:29:58,NH,au,1,Kontrolle,2025-03-27,DM
2025-09-05 13:29:58,NF,au,1,Kontrolle,2025-03-20,HI
2025-09-05 13:29:58,NF,au,2,BE am,2025-03-19,HI
2025-09-05 13:29:58,NF,au,3,K am,2025-03-20,SM
2025-09-05 13:29:58,NH,fr,1,Kontrolle,2025-03-17,HI
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
2025-09-05 13:29:58,NF,jp,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-10,SM
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,nl,1,Kontrolle,2025-03-10,SM
2025-09-05 13:29:58,NM,be,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,ca,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,com,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,co.uk,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,fr,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,it,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,nl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,se,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,pl,1,Kontrolle,2025-03-11,SM
2025-09-05 13:29:58,NM,de,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,co.uk,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,es,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NM,com,1,Kontrolle,2025-03-06,JHU
2025-09-05 13:29:58,NF,sg,1,Kontrolle,2025-03-11,HI
2025-09-05 13:29:58,NF,sg,2,BE am,2025-03-17,JHU
2025-09-05 13:29:58,NF,sg,3,K am,2025-03-25,JHU
2025-09-05 13:29:58,NF,sg,4,C am,2025-03-25,HI
